"GEO_ID","NAME","P3_001N","P3_002N","P3_003N","P3_004N","P3_005N","P3_006N","P3_007N","P3_008N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!White alone"," !!Total:!!Black or African American alone"," !!Total:!!American Indian and Alaska Native alone"," !!Total:!!Asian alone"," !!Total:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Some Other Race alone"," !!Total:!!Two or More Races",
"860Z200US01537","ZCTA5 01537","2141","1877","32","3","40","0","62","127",
"860Z200US01540","ZCTA5 01540","11032","9817","180","25","108","3","233","666",
"860Z200US01541","ZCTA5 01541","3495","3218","32","5","39","0","10","191",
"860Z200US01542","ZCTA5 01542","2366","2012","58","3","56","0","50","187",
"860Z200US01543","ZCTA5 01543","9049","8099","145","15","158","5","139","488",
"860Z200US01545","ZCTA5 01545","38316","24553","942","53","9432","6","831","2499",
"860Z200US01550","ZCTA5 01550","17740","11379","500","103","325","8","2873","2552",
"860Z200US01560","ZCTA5 01560","4896","3529","100","0","843","0","124","300",
"860Z200US01561","ZCTA5 01561","64","21","8","0","8","0","10","17",
"860Z200US01562","ZCTA5 01562","11992","10428","272","30","92","10","359","801",
"860Z200US01564","ZCTA5 01564","7985","7307","80","7","73","3","112","403",
"860Z200US01566","ZCTA5 01566","6691","5944","95","8","133","12","103","396",
"860Z200US01568","ZCTA5 01568","7900","6903","64","1","339","5","112","476",
"860Z200US01569","ZCTA5 01569","14193","12911","115","29","167","5","210","756",
"860Z200US01570","ZCTA5 01570","17776","14134","781","62","325","4","1059","1411",
"860Z200US01571","ZCTA5 01571","11921","10422","274","26","149","3","347","700",
"860Z200US01581","ZCTA5 01581","21567","13183","472","43","5589","0","728","1552",
"860Z200US01583","ZCTA5 01583","7652","6626","273","9","149","1","178","416",
"860Z200US01585","ZCTA5 01585","4899","4511","29","2","32","0","50","275",
"860Z200US01588","ZCTA5 01588","10106","8959","130","9","116","2","240","650",
"860Z200US01590","ZCTA5 01590","9279","8541","81","8","100","2","78","469",
"860Z200US01602","ZCTA5 01602","25382","17558","2553","62","1511","4","1583","2111",
"860Z200US01603","ZCTA5 01603","22417","10121","3164","112","2833","14","3373","2800",
"860Z200US01604","ZCTA5 01604","41301","21899","6565","206","2745","5","4897","4984",
"860Z200US01605","ZCTA5 01605","29218","13362","5484","177","1813","20","4604","3758",
"860Z200US01606","ZCTA5 01606","21651","14378","2829","84","1029","8","1443","1880",
"860Z200US01607","ZCTA5 01607","9378","4563","2159","34","436","4","1037","1145",
"860Z200US01608","ZCTA5 01608","4996","1957","843","21","454","0","1022","699",
"860Z200US01609","ZCTA5 01609","23870","14890","2503","127","1520","8","2466","2356",
"860Z200US01610","ZCTA5 01610","28717","11768","4417","196","2356","18","6248","3714",
"860Z200US01611","ZCTA5 01611","2277","1695","163","3","40","1","166","209",
"860Z200US01612","ZCTA5 01612","5051","4327","190","13","73","1","154","293",
"860Z200US01701","ZCTA5 01701","33005","23622","1565","70","2682","8","1940","3118",
"860Z200US01702","ZCTA5 01702","39515","17170","2965","268","2606","18","9675","6813",
"860Z200US01718","ZCTA5 01718","688","361","39","3","223","0","9","53",
"860Z200US01719","ZCTA5 01719","5506","3753","120","5","1189","1","83","355",
"860Z200US01720","ZCTA5 01720","23232","14900","551","23","5798","6","407","1547",
"860Z200US01721","ZCTA5 01721","18832","13125","555","43","2464","2","1024","1619",
"860Z200US01730","ZCTA5 01730","14566","10810","384","25","2313","0","158","876",
"860Z200US01731","ZCTA5 01731","1555","961","180","9","43","8","91","263",
"860Z200US01740","ZCTA5 01740","5665","4939","16","3","269","1","58","379",
"860Z200US01741","ZCTA5 01741","5237","4154","37","3","595","2","54","392",
"860Z200US01742","ZCTA5 01742","18545","15371","487","4","1171","4","201","1307",
"860Z200US01745","ZCTA5 01745","433","327","1","0","60","0","24","21",
"860Z200US01746","ZCTA5 01746","14996","12742","185","16","932","2","291","828",
"860Z200US01747","ZCTA5 01747","6017","5342","51","13","106","0","139","366",
"860Z200US01748","ZCTA5 01748","18758","13899","198","22","3352","4","263","1020",
"860Z200US01749","ZCTA5 01749","20092","16071","377","31","580","3","1013","2017",
"860Z200US01752","ZCTA5 01752","41793","25633","1420","205","2463","8","6019","6045",
"860Z200US01754","ZCTA5 01754","10730","9054","234","17","367","1","325","732",
"860Z200US01756","ZCTA5 01756","6228","5692","42","13","105","0","88","288",
"860Z200US01757","ZCTA5 01757","30479","20680","748","199","687","1","3858","4306",
"860Z200US01760","ZCTA5 01760","36659","28069","788","78","4408","3","855","2458",
"860Z200US01770","ZCTA5 01770","4401","3639","27","2","336","1","41","355",
"860Z200US01772","ZCTA5 01772","10017","7633","109","4","1460","8","165","638",
"860Z200US01773","ZCTA5 01773","5651","4576","89","9","438","4","94","441",
"860Z200US01775","ZCTA5 01775","7190","6207","65","13","311","0","100","494",
"860Z200US01776","ZCTA5 01776","18934","15466","249","10","1698","7","213","1291",
"860Z200US01778","ZCTA5 01778","14132","10935","142","11","1907","6","163","968",
"860Z200US01801","ZCTA5 01801","40891","30268","2234","68","3471","7","1688","3155",
"860Z200US01803","ZCTA5 01803","26074","18519","1222","36","4620","4","377","1296",
"860Z200US01810","ZCTA5 01810","35621","26331","732","32","5506","5","849","2166",
"860Z200US01821","ZCTA5 01821","30909","25158","1115","58","2545","4","557","1472",
"860Z200US01824","ZCTA5 01824","26881","21483","565","24","2947","3","421","1438",
"860Z200US01826","ZCTA5 01826","32689","25547","1904","39","2004","4","1204","1987",
"860Z200US01827","ZCTA5 01827","3358","2930","30","3","163","0","38","194",
"860Z200US01830","ZCTA5 01830","27553","19664","1269","137","424","13","3410","2636",
"860Z200US01832","ZCTA5 01832","25656","16279","1258","147","603","12","4402","2955",
"860Z200US01833","ZCTA5 01833","8410","7770","36","14","100","0","58","432",
"860Z200US01834","ZCTA5 01834","6752","6290","37","7","67","6","65","280",
"860Z200US01835","ZCTA5 01835","14578","11686","567","19","304","4","920","1078",
"860Z200US01840","ZCTA5 01840","7121","1445","451","99","87","2","3578","1459",
"860Z200US01841","ZCTA5 01841","53654","9049","2962","957","410","31","29000","11245",
"860Z200US01843","ZCTA5 01843","28346","7327","1446","233","1187","27","12898","5228",
"860Z200US01844","ZCTA5 01844","52970","33319","2708","219","2132","8","9216","5368",
"860Z200US01845","ZCTA5 01845","31855","25654","830","48","2233","12","1143","1935",
"860Z200US01850","ZCTA5 01850","16670","7788","2156","102","1614","6","2805","2199",
"860Z200US01851","ZCTA5 01851","32691","10703","2775","82","13412","11","2836","2872",
"860Z200US01852","ZCTA5 01852","36708","19217","2889","123","4971","14","5034","4460",
"860Z200US01854","ZCTA5 01854","29561","14929","2529","98","5795","33","3366","2811",
"860Z200US01860","ZCTA5 01860","6723","6178","47","9","50","0","80","359",
"860Z200US01862","ZCTA5 01862","11430","8815","562","16","1062","1","358","616",
"860Z200US01863","ZCTA5 01863","9536","7305","332","9","1124","0","193","573",
"860Z200US01864","ZCTA5 01864","15554","13874","139","24","596","1","182","738",
"860Z200US01867","ZCTA5 01867","25522","22459","327","34","1352","5","230","1115",
"860Z200US01876","ZCTA5 01876","31105","27054","744","15","1304","3","495","1490",
"860Z200US01879","ZCTA5 01879","12368","10128","347","14","976","3","247","653",
"860Z200US01880","ZCTA5 01880","27071","23432","424","40","1142","4","504","1525",
"860Z200US01886","ZCTA5 01886","24618","17644","229","29","5279","3","196","1238",
"860Z200US01887","ZCTA5 01887","23349","20335","323","18","1262","10","251","1150",
"860Z200US01890","ZCTA5 01890","22970","17285","237","21","3690","6","267","1464",
"860Z200US01901","ZCTA5 01901","2794","1038","697","36","59","1","656","307",
"860Z200US01902","ZCTA5 01902","50725","16028","6779","979","3348","24","16215","7352",
"860Z200US01904","ZCTA5 01904","19944","12053","1575","130","910","7","3143","2126",
"860Z200US01905","ZCTA5 01905","27761","9538","3202","281","2633","14","8141","3952",
"860Z200US01906","ZCTA5 01906","28619","21888","1117","74","1429","6","1689","2416",
"860Z200US01907","ZCTA5 01907","15148","13206","270","23","328","5","421","895",
"860Z200US01908","ZCTA5 01908","3334","3061","38","1","52","0","38","144",
"860Z200US01913","ZCTA5 01913","17366","15715","233","49","175","7","229","958",
"860Z200US01915","ZCTA5 01915","42341","36391","989","59","945","11","1192","2754",
"860Z200US01921","ZCTA5 01921","8263","7315","49","7","230","1","134","527",
"860Z200US01922","ZCTA5 01922","3134","2925","18","0","33","1","24","133",
"860Z200US01923","ZCTA5 01923","27987","24712","558","38","655","6","599","1419",
"860Z200US01929","ZCTA5 01929","3618","3377","18","1","37","0","38","147",
"860Z200US01930","ZCTA5 01930","29729","26489","331","75","334","20","837","1643",
"860Z200US01937","ZCTA5 01937","100","97","3","0","0","0","0","0",
"860Z200US01938","ZCTA5 01938","13785","12648","94","21","217","5","176","624",
"860Z200US01940","ZCTA5 01940","13326","11608","119","1","771","2","162","663",
"860Z200US01944","ZCTA5 01944","5395","5065","7","4","57","0","47","215",
"860Z200US01945","ZCTA5 01945","20462","18722","180","31","273","1","253","1002",
"860Z200US01949","ZCTA5 01949","9779","8269","183","18","332","0","583","394",
"860Z200US01950","ZCTA5 01950","18289","16765","140","12","252","5","202","913",
"860Z200US01951","ZCTA5 01951","3582","3347","11","4","40","0","28","152",
"860Z200US01952","ZCTA5 01952","9236","8429","61","22","140","2","110","472",
"860Z200US01960","ZCTA5 01960","54155","42840","1963","106","1324","13","3404","4505",
"860Z200US01965","ZCTA5 01965","329","314","1","1","6","1","0","6",
"860Z200US01966","ZCTA5 01966","6992","6536","51","1","75","0","65","264",
"860Z200US01969","ZCTA5 01969","6161","5746","27","4","88","0","64","232",
"860Z200US01970","ZCTA5 01970","44451","31762","2250","137","1290","27","4300","4685",
"860Z200US01982","ZCTA5 01982","7618","6821","59","9","315","1","47","366",
"860Z200US01983","ZCTA5 01983","6569","5946","44","11","118","1","52","397",
"860Z200US01984","ZCTA5 01984","4979","4472","99","8","198","4","34","164",
"860Z200US01985","ZCTA5 01985","4500","4129","9","11","48","0","55","248",
"860Z200US02019","ZCTA5 02019","16945","14671","315","39","509","6","367","1038",
"860Z200US02021","ZCTA5 02021","24370","17956","2262","27","2142","11","527","1445",
"860Z200US02025","ZCTA5 02025","8381","7842","29","14","99","0","38","359",
"860Z200US02026","ZCTA5 02026","25364","20132","1583","59","962","6","986","1636",
"860Z200US02030","ZCTA5 02030","5923","4823","48","4","600","0","48","400",
"860Z200US02032","ZCTA5 02032","4853","3812","119","2","548","1","101","270",
"860Z200US02035","ZCTA5 02035","18618","15727","808","15","840","3","264","961",
"860Z200US02038","ZCTA5 02038","33261","28602","668","29","1837","19","458","1648",
"860Z200US02043","ZCTA5 02043","24272","22349","150","26","549","0","159","1039",
"860Z200US02045","ZCTA5 02045","10072","9312","74","19","107","5","91","464",
"860Z200US02047","ZCTA5 02047","371","348","4","0","3","0","2","14",
"860Z200US02048","ZCTA5 02048","23860","19948","991","20","1316","5","301","1279",
"860Z200US02050","ZCTA5 02050","25956","24281","159","24","213","6","307","966",
"860Z200US02052","ZCTA5 02052","12799","11269","155","12","499","3","114","747",
"860Z200US02053","ZCTA5 02053","13115","11666","180","27","380","4","198","660",
"860Z200US02054","ZCTA5 02054","8460","7516","117","18","235","1","105","468",
"860Z200US02056","ZCTA5 02056","11662","9949","614","17","306","0","126","650",
"860Z200US02061","ZCTA5 02061","11351","10429","65","2","270","2","113","470",
"860Z200US02062","ZCTA5 02062","31611","23290","2417","81","2357","5","1308","2153",
"860Z200US02066","ZCTA5 02066","18561","17413","63","11","124","3","186","761",
"860Z200US02067","ZCTA5 02067","18553","12567","761","20","3930","1","228","1046",
"860Z200US02071","ZCTA5 02071","968","876","10","0","28","0","16","38",
"860Z200US02072","ZCTA5 02072","29281","18193","5246","48","1591","7","1476","2720",
"860Z200US02081","ZCTA5 02081","20584","17366","720","32","835","3","397","1231",
"860Z200US02090","ZCTA5 02090","16266","13554","276","5","1479","0","141","811",
"860Z200US02093","ZCTA5 02093","12178","10993","165","19","333","2","109","557",
"860Z200US02108","ZCTA5 02108","4228","3483","140","11","256","0","80","258",
"860Z200US02109","ZCTA5 02109","3921","3308","75","5","238","1","58","236",
"860Z200US02110","ZCTA5 02110","2921","2275","37","1","405","3","39","161",
"860Z200US02111","ZCTA5 02111","9716","4080","489","17","4283","5","273","569",
"860Z200US02113","ZCTA5 02113","7126","6305","71","6","286","4","80","374",
"860Z200US02114","ZCTA5 02114","14469","10456","603","18","1988","2","330","1072",
"860Z200US02115","ZCTA5 02115","31604","18507","2714","67","6498","37","1715","2066",
"860Z200US02116","ZCTA5 02116","23408","16346","1265","28","3749","6","575","1439",
"860Z200US02118","ZCTA5 02118","29073","14550","4951","96","4317","21","2700","2438",
"860Z200US02119","ZCTA5 02119","29175","4460","13470","189","1089","9","5200","4758",
"860Z200US02120","ZCTA5 02120","17578","6912","3272","73","3826","6","1795","1694",
"860Z200US02121","ZCTA5 02121","28766","1680","16395","247","387","11","5511","4535",
"860Z200US02122","ZCTA5 02122","24385","8363","5431","177","4880","7","2537","2990",
"860Z200US02124","ZCTA5 02124","50972","9800","24651","303","4173","25","5737","6283",
"860Z200US02125","ZCTA5 02125","34926","11349","8330","158","4496","21","5095","5477",
"860Z200US02126","ZCTA5 02126","22734","1246","16774","109","260","12","1944","2389",
"860Z200US02127","ZCTA5 02127","37939","29775","1805","85","2077","11","1672","2514",
"860Z200US02128","ZCTA5 02128","43066","18198","1638","381","1940","28","12998","7883",
"860Z200US02129","ZCTA5 02129","19120","14032","1121","51","1658","7","893","1358",
"860Z200US02130","ZCTA5 02130","38284","22681","4223","182","3148","19","3617","4414",
"860Z200US02131","ZCTA5 02131","30544","15022","6603","123","1040","9","3851","3896",
"860Z200US02132","ZCTA5 02132","27111","19893","1883","82","2201","4","983","2065",
"860Z200US02133","ZCTA5 02133","56","42","0","1","1","0","0","12",
"860Z200US02134","ZCTA5 02134","21707","11480","1092","78","5368","12","1649","2028",
"860Z200US02135","ZCTA5 02135","47232","30389","2366","112","8024","35","2814","3492",
"860Z200US02136","ZCTA5 02136","35102","8121","17342","142","699","20","4650","4128",
"860Z200US02138","ZCTA5 02138","37982","23843","2695","80","6822","23","991","3528",
"860Z200US02139","ZCTA5 02139","39525","21185","4943","127","8000","18","1498","3754",
"860Z200US02140","ZCTA5 02140","21447","11914","3430","35","3773","8","590","1697",
"860Z200US02141","ZCTA5 02141","15130","8678","1221","33","2813","5","840","1540",
"860Z200US02142","ZCTA5 02142","4499","2354","239","15","1388","0","130","373",
"860Z200US02143","ZCTA5 02143","26022","18219","989","53","3039","5","1259","2458",
"860Z200US02144","ZCTA5 02144","25497","19422","1231","38","2275","5","587","1939",
"860Z200US02145","ZCTA5 02145","27520","15732","2110","111","2805","18","3192","3552",
"860Z200US02148","ZCTA5 02148","66274","27469","9725","215","17153","17","4835","6860",
"860Z200US02149","ZCTA5 02149","49075","18352","7189","326","3712","15","11047","8434",
"860Z200US02150","ZCTA5 02150","40721","11169","2986","576","1336","16","18171","6467",
"860Z200US02151","ZCTA5 02151","62252","30555","3268","425","3486","29","14856","9633",
"860Z200US02152","ZCTA5 02152","19316","15642","442","40","297","8","1221","1666",
"860Z200US02155","ZCTA5 02155","61483","41398","5086","77","7282","20","2390","5230",
"860Z200US02163","ZCTA5 02163","1391","668","111","0","431","3","19","159",
"860Z200US02169","ZCTA5 02169","62140","35884","4463","151","15565","9","2053","4015",
"860Z200US02170","ZCTA5 02170","19950","9689","628","29","8534","6","293","771",
"860Z200US02171","ZCTA5 02171","19539","10403","701","38","7182","5","361","849",
"860Z200US02176","ZCTA5 02176","29817","24004","968","32","2220","8","514","2071",
"860Z200US02180","ZCTA5 02180","23244","19154","666","24","1519","3","443","1435",
"860Z200US02184","ZCTA5 02184","39143","27698","1330","69","6750","9","923","2364",
"860Z200US02186","ZCTA5 02186","28637","20531","3727","61","1794","8","564","1952",
"860Z200US02188","ZCTA5 02188","15133","11390","933","33","1211","3","503","1060",
"860Z200US02189","ZCTA5 02189","15123","11463","1067","45","851","1","528","1168",
"860Z200US02190","ZCTA5 02190","18910","15109","614","27","1433","8","517","1202",
"860Z200US02191","ZCTA5 02191","8271","6996","175","2","511","1","168","418",
"860Z200US02199","ZCTA5 02199","1574","1168","32","0","257","0","24","93",
"860Z200US02203","ZCTA5 02203","0","0","0","0","0","0","0","0",
"860Z200US02205","ZCTA5 02205","10","5","0","0","0","0","5","0",
"860Z200US02210","ZCTA5 02210","5808","4581","181","4","500","1","150","391",
"860Z200US02215","ZCTA5 02215","26926","15365","1478","50","7145","29","1065","1794",
"860Z200US02301","ZCTA5 02301","69418","18087","24740","300","1550","17","9286","15438",
"860Z200US02302","ZCTA5 02302","36202","12977","12211","192","727","12","3713","6370",
"860Z200US02322","ZCTA5 02322","4777","3092","910","7","196","0","226","346",
"860Z200US02324","ZCTA5 02324","25676","21429","1565","46","466","1","457","1712",
"860Z200US02325","ZCTA5 02325","3025","2265","491","2","75","6","72","114",
"860Z200US02330","ZCTA5 02330","11645","10654","112","27","72","2","148","630",
"860Z200US02332","ZCTA5 02332","16090","15009","72","21","220","0","95","673",
"860Z200US02333","ZCTA5 02333","14382","12828","395","21","128","3","206","801",
"860Z200US02338","ZCTA5 02338","7749","7230","72","18","33","2","93","301",
"860Z200US02339","ZCTA5 02339","14833","13693","116","6","271","1","158","588",
"860Z200US02341","ZCTA5 02341","10367","9545","89","9","103","0","157","464",
"860Z200US02343","ZCTA5 02343","11364","7570","1708","32","537","2","565","950",
"860Z200US02346","ZCTA5 02346","24245","21801","480","51","217","4","310","1382",
"860Z200US02347","ZCTA5 02347","11523","10577","104","17","151","2","115","557",
"860Z200US02350","ZCTA5 02350","272","250","1","0","4","0","7","10",
"860Z200US02351","ZCTA5 02351","17085","14162","683","39","429","9","585","1178",
"860Z200US02356","ZCTA5 02356","12767","10937","509","18","383","4","214","702",
"860Z200US02357","ZCTA5 02357","1906","1719","58","6","48","0","36","39",
"860Z200US02359","ZCTA5 02359","18361","17076","122","23","177","5","175","783",
"860Z200US02360","ZCTA5 02360","61134","54475","1138","137","682","5","1193","3504",
"860Z200US02364","ZCTA5 02364","13708","12639","134","10","170","3","139","613",
"860Z200US02366","ZCTA5 02366","83","69","1","1","3","0","6","3",
"860Z200US02367","ZCTA5 02367","2930","2768","21","10","13","2","19","97",
"860Z200US02368","ZCTA5 02368","35025","9650","15131","135","4518","5","2489","3097",
"860Z200US02370","ZCTA5 02370","17803","14818","640","27","353","1","588","1376",
"860Z200US02375","ZCTA5 02375","10373","8370","751","17","388","1","228","618",
"860Z200US02379","ZCTA5 02379","7697","6733","250","12","84","1","127","490",
"860Z200US02382","ZCTA5 02382","15121","13152","456","18","205","2","338","950",
"860Z200US02420","ZCTA5 02420","15502","8885","151","17","5231","0","163","1055",
"860Z200US02421","ZCTA5 02421","18950","10853","326","13","6186","0","259","1313",
"860Z200US02445","ZCTA5 02445","22499","15110","889","52","3921","10","519","1998",
"860Z200US02446","ZCTA5 02446","31957","21410","886","44","6380","6","595","2636",
"860Z200US02451","ZCTA5 02451","17953","11890","1217","60","2342","6","1276","1162",
"860Z200US02452","ZCTA5 02452","15340","10058","1388","41","1791","5","1187","870",
"860Z200US02453","ZCTA5 02453","31854","18672","1947","243","3803","10","4473","2706",
"860Z200US02457","ZCTA5 02457","1560","875","100","1","405","0","137","42",
"860Z200US02458","ZCTA5 02458","12817","9029","309","23","1973","2","398","1083",
"860Z200US02459","ZCTA5 02459","19017","13654","472","13","3335","15","277","1251",
"860Z200US02460","ZCTA5 02460","9204","6683","247","17","1295","0","264","698",
"860Z200US02461","ZCTA5 02461","7430","5033","193","18","1553","1","96","536",
"860Z200US02462","ZCTA5 02462","1569","1106","40","0","314","4","24","81",
"860Z200US02464","ZCTA5 02464","3193","1925","139","3","809","0","70","247",
