date,isin_corporate_name_cleaned,company_parent_country,company_parent,sentiment,target_country1,target_country2,target_country3,target_country4,target_country5,target_country6,ngo_name1,ngo_name2,ngo_name3,ngo_name4,ngo_name5
2014-04-25,,US,Overseas Private Investment Corporation OPIC,-1,Nigeria,,,,,,Environmental Rights Action (ERA) / FoE Nigeria,,,,
2014-04-25,,US,United Healthcare,-1,US,,,,,,Consumer Watchdog / Foundation for Taxpayer and Consumer Rights,,,,
2014-04-25,,US,Kaiser Permanente,-1,US,,,,,,Consumer Watchdog / Foundation for Taxpayer and Consumer Rights,,,,
2014-04-25,,US,Health Net,-1,US,,,,,,Consumer Watchdog / Foundation for Taxpayer and Consumer Rights,,,,
2014-04-25,ING Groep ,Netherlands,ING,-1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2014-04-25,,Netherlands,ABN AMRO Bank N.V.,1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2014-04-25,,Netherlands,SRH (formerly SNS Reaal),1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2014-04-25,,Netherlands,Triodos Bank,-1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2014-04-25,Aegon ,Netherlands,Aegon Bank,1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2014-04-25,,Netherlands,Rabobank,1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2014-04-25,,Netherlands,SRH (formerly SNS Reaal),1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2014-04-25,,Netherlands,Van Lanschot ,1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2014-04-25,,Netherlands,NIBC,1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2014-04-25,Delta Lloyd ,Netherlands,Delta Lloyd Group,-1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2014-04-25,BNP Paribas ,France,BNP Paribas,2,France,Russia,,,,,Amis de la Terre France / FoE France,,,,
2014-04-25,Societe Generale ,France,Societe Generale,-2,France,Russia,,,,,Amis de la Terre France / FoE France,,,,
2014-04-25,,France,Credit Agricole,2,France,Russia,,,,,Amis de la Terre France / FoE France,,,,
2014-04-24,,Spain,Bankia,-2,Spain,,,,,,Consumidores en Accion / FACUA,,,,
2014-04-24,BNP Paribas ,France,BNP Paribas,1,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2014-04-24,Barclays  ,UK,Barclays Bank,-2,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2014-04-24,JPMorgan Chase ,US,JP Morgan Chase,1,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2014-04-24,Wells Fargo ,US,Wells Fargo & Wachovia,1,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2014-04-23,BNP Paribas ,France,BNP Paribas,2,UK,,,,,,Rainforest Action Network RAN,,,,
2014-04-23,Barclays  ,UK,Barclays Bank,-2,UK,,,,,,Rainforest Action Network RAN,,,,
2014-04-23,JPMorgan Chase ,US,JP Morgan Chase,2,UK,,,,,,Rainforest Action Network RAN,,,,
2014-04-23,Wells Fargo ,US,Wells Fargo & Wachovia,2,UK,,,,,,Rainforest Action Network RAN,,,,
2014-04-23,JPMorgan Chase ,US,JP Morgan Chase,-1,US,,,,,,Oxfam America,,,,
2014-04-23,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-1,US,,,,,,Oxfam America,,,,
2014-04-23,,US,"Carlyle Group, L.P. ",-1,US,,,,,,Oxfam America,,,,
2014-04-23,,US,Riverstone Holdings,-1,US,,,,,,Oxfam America,,,,
2014-04-23,,US,Rohatyn Group,-1,US,,,,,,Oxfam America,,,,
2014-04-25,,Sweden,Folksam,2,Canada,Norway,,,,,Greenpeace Norway,WWF Norway,Miljopartiet De Gronne / Green Party Norway,,
2014-04-23,JPMorgan Chase ,US,JP Morgan Chase,-1,US,,,,,,U.S. PIRG,,,,
2014-04-21,,Netherlands,Rabobank,-2,Indonesia,Netherlands,,,,,Milieudefensie / FoE Netherlands,,,,
2014-04-18,Bank of America ,US,Bank of America,-2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,HSBC   ,UK,HSBC,-2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,Barclays  ,UK,Barclays Bank,-2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,,US,Citigroup,-2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,JPMorgan Chase ,US,JP Morgan Chase,2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,Morgan Stanley ,US,Morgan Stanley,-2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,Wells Fargo ,US,Wells Fargo & Wachovia,2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,,US,PNC Bank,-2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,,US,GE Capital,-2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,,US,BNY Mellon,-2,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2014-04-18,,US,World Bank,-1,US,,,,,,Oxfam America,,,,
2014-04-17,Societe Generale ,France,Societe Generale,-2,Australia,France,,,,,Amis de la Terre France / FoE France,Attac France,,,
2014-04-17,,US,Western Union,-1,UK,,,,,,Overseas Development Institute ODI,,,,
2014-04-17,,US,MoneyGram,-1,UK,,,,,,Overseas Development Institute ODI,,,,
2014-04-16,,Netherlands,FMO (Dutch Development Bank),-2,Honduras,,,,,,Consejo Civico de Organizaciones Populares e Indigenas COPINH,,,,
2014-04-16,,US,World Bank,-1,US,,,,,,Oil Change International / Price of Oil,,,,
2014-04-16,,Sweden,Forsta AP-fonden / First AP Fund,-1,Sweden,,,,,,FIAN Sverige,Afrikagrupperna / Africa Groups,Fair Trade Center,Forum Syd,
2014-04-16,,Sweden,Sjunde AP-fonden / Seventh AP Fund,-1,Sweden,,,,,,FIAN Sverige,Afrikagrupperna / Africa Groups,Fair Trade Center,Forum Syd,
2014-04-16,,Sweden,Andra AP-fonden / Second AP Fund,-1,Sweden,,,,,,FIAN Sverige,Afrikagrupperna / Africa Groups,Fair Trade Center,Forum Syd,
2014-04-16,,Sweden,Sjatte AP-fonden / Sixth AP Fund,-1,Sweden,,,,,,FIAN Sverige,Afrikagrupperna / Africa Groups,Fair Trade Center,Forum Syd,
2014-04-16,,Sweden,Fjarde AP-fonden / Fourth AP Fund,-1,Sweden,,,,,,FIAN Sverige,Afrikagrupperna / Africa Groups,Fair Trade Center,Forum Syd,
2014-04-16,,Sweden,Tredje AP-fonden / Third AP Fund,-1,Sweden,,,,,,FIAN Sverige,Afrikagrupperna / Africa Groups,Fair Trade Center,Forum Syd,
2014-04-15,Bank of America ,US,Bank of America,1,US,EU-Brussels,,,,,Friends of the Earth U.S. / FoE U.S.,International Rivers,Rainforest Action Network RAN,,
2014-04-15,HSBC   ,UK,HSBC,1,US,EU-Brussels,,,,,Friends of the Earth U.S. / FoE U.S.,International Rivers,Rainforest Action Network RAN,,
2014-04-15,,US,Citigroup,1,US,EU-Brussels,,,,,Friends of the Earth U.S. / FoE U.S.,International Rivers,Rainforest Action Network RAN,,
2014-04-15,JPMorgan Chase ,US,JP Morgan Chase,1,US,EU-Brussels,,,,,Friends of the Earth U.S. / FoE U.S.,International Rivers,Rainforest Action Network RAN,,
2014-04-15,,France,Credit Agricole,1,US,EU-Brussels,,,,,Friends of the Earth U.S. / FoE U.S.,International Rivers,Rainforest Action Network RAN,,
2014-04-15,Bank of America ,US,Bank of America,1,US,EU-Brussels,,,,,Friends of the Earth U.S. / FoE U.S.,International Rivers,Rainforest Action Network RAN,,
2014-04-15,,UK,EBRD,0,Poland,EU-Brussels,,,,,Greenpeace Europe,Health and Environment Alliance HEAL,Climate Action Network Europe / CAN Europe,European Environmental Bureau EEB ,
2014-04-15,Bank of America ,US,Bank of America,-1,US,,,,,,Rainforest Action Network RAN,,,,
2014-04-15,BNP Paribas ,France,BNP Paribas,1,US,,,,,,Rainforest Action Network RAN,,,,
2014-04-15,,US,Citigroup,-1,US,,,,,,Rainforest Action Network RAN,,,,
2014-04-15,JPMorgan Chase ,US,JP Morgan Chase,1,US,,,,,,Rainforest Action Network RAN,,,,
2014-04-15,Morgan Stanley ,US,Morgan Stanley,-1,US,,,,,,Rainforest Action Network RAN,,,,
2014-04-15,Wells Fargo ,US,Wells Fargo & Wachovia,1,US,,,,,,Rainforest Action Network RAN,,,,
2014-04-15,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-1,US,,,,,,Rainforest Action Network RAN,,,,
2014-04-11,,US,World Bank,-2,US,,,,,,Oakland Institute,International Accountability Project,,,
2014-04-11,,US,World Bank,-1,UK,US,,,,,Oxfam International,,,,
2014-04-11,,US,International Monetary Fund / IMF,-1,UK,US,,,,,Oxfam International,,,,
2014-04-11,,US,World Bank,-1,Macedonia,,,,,,Rettet den Regenwald (Rainforest Rescue),,,,
2014-04-11,,UK,EBRD,-1,Macedonia,,,,,,Rettet den Regenwald (Rainforest Rescue),,,,
2014-04-11,,US,World Bank,-2,Honduras,India,US,Uzbekistan,,,Center for International Environmental Law CIEL,Bank Information Center,,,
2014-04-11,,US,World Bank,-2,Honduras,India,US,Uzbekistan,,,Center for International Environmental Law CIEL,Bank Information Center,,,
2014-04-11,Experian  ,Ireland,Experian Plc,-1,US,,,,,,Consumers Union USA,,,,
2014-04-11,,US,Equifax,-1,US,,,,,,Consumers Union USA,,,,
2014-04-11,,US,TransUnion,-1,US,,,,,,Consumers Union USA,,,,
2014-04-10,,UK,RBS Group,-2,UK,,,,,,Ethical Consumer ,War On Want,,,
2014-04-10,Barclays  ,UK,Barclays Bank,-1,UK,,,,,,Ethical Consumer ,War On Want,,,
2014-04-09,,US,Inter-American Development Bank,-1,Argentina,,,,,,Greenpeace Argentina,,,,
2014-04-07,,US,World Bank,-2,Lesotho,UK,,,,,Oxfam International,,,,
2014-04-07,,Luxembourg,European Investment Bank EIB,-1,Zambia,EU-Brussels,,,,,Counter Balance-EIB,,,,
2014-04-01,,US,World Bank,-2,US,,,,,,The Rules,Oakland Institute,,,
2014-03-31,,Belgium,LRM,-1,Belgium,,,,,,Amis de la Terre Belgique / FoE Belgium,Greenpeace Belgium,Climaxi,Climat et Justice Sociale / Klimaat en Sociale Rechtvaardigheid,
2014-03-31,,US,World Bank,0,EU-Brussels,,,,,,The RAID association,CEE Bankwatch Network,European Network on Debt and Development EURODAD,,
2014-03-31,,Luxembourg,European Investment Bank EIB,0,EU-Brussels,,,,,,The RAID association,CEE Bankwatch Network,European Network on Debt and Development EURODAD,,
2014-03-27,BlackRock ,US,BlackRock,1,US,,,,,,Ceres/INCR,,,,
2014-03-27,,US,Nasdaq Stock Market Inc.,1,US,,,,,,Ceres/INCR,,,,
2014-03-27,Deutsche Bank ,Germany,Deutsche Bank,-1,Germany,Indonesia,,,,,Rettet den Regenwald (Rainforest Rescue),,,,
2014-03-27,HSBC   ,UK,HSBC,-1,Germany,Indonesia,,,,,Rettet den Regenwald (Rainforest Rescue),,,,
2014-03-27,,Netherlands,Rabobank,-1,Germany,Indonesia,,,,,Rettet den Regenwald (Rainforest Rescue),,,,
2014-03-27,Societe Generale ,France,Societe Generale,-1,Germany,Indonesia,,,,,Rettet den Regenwald (Rainforest Rescue),,,,
2014-03-27,,Germany,KfW Bankengruppe,-2,Germany,Greece,,,,,WWF Greece,Klima Allianz Deutschland - Climate Alliance Germany,,,
2014-03-26,,US,Dimensional Fund Advisors,-2,US,,,,,,Global Witness,,,,
2014-03-24,,Belgium,RHJ International,0,Germany,,,,,,LobbyControl,,,,
2014-03-24,HSBC   ,UK,HSBC,0,Brazil,,,,,,WWF Brazil,CEBDS Conselho Empresarial Brasileiro para o Desenvolvimento Sust,,,
