date,isin_corporate_name_cleaned,company_parent_country,company_parent,sentiment,target_country1,target_country2,target_country3,target_country4,target_country5,target_country6,ngo_name1,ngo_name2,ngo_name3,ngo_name4,ngo_name5
2014-01-06,,Netherlands,ARAG Rechtsbijstand,-2,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2014-01-03,Bank of America ,US,Bank of America,-1,US,,,,,,Corporate Accountability International CAI,,,,
2014-01-02,,US,Citigroup,1,Russia,,,,,,WWF Russia,,,,
2014-01-02,ING Groep ,Netherlands,ING,0,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2014-01-02,,Netherlands,ABN AMRO Bank N.V.,-2,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2014-01-02,,Netherlands,SRH (formerly SNS Reaal),0,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2014-01-02,,Netherlands,SRH (formerly SNS Reaal),0,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2014-01-02,,Netherlands,Triodos Bank,0,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2014-01-02,,Netherlands,Rabobank,0,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2014-01-03,,Sweden,KPA Pension,0,Sweden,,,,,,SNF Svenska Naturskyddsfoereningen (SSNC),,,,
2015-12-22,HSBC   ,UK,HSBC,-1,Indonesia,Liberia,Malaysia,Papua New Guinea,,,Rainforest Action Network RAN,,,,
2015-12-21,,US,World Bank,-2,India,,,,,,Corporate Accountability International CAI,,,,
2015-12-21,,US,Boston Common Asset Management,2,US,,,,,,As You Sow,Investor Environmental Health Network IEHN,,,
2015-12-17,,Netherlands,Triodos Bank,2,Netherlands,,,,,,Greenpeace Netherlands,WWF Netherlands / Wereld Natuur Fonds,Natuur & Milieu,Natuurmonumenten,
2015-12-17,Danske Bank ,Denmark,Danske Bank,-2,Sweden,,,,,,Besok en Bank (Visit a bank) Sweden,Fair Finance Guide Sverige,,,
2015-12-17,Swedbank ,Sweden,Swedbank AB,-2,Sweden,,,,,,Besok en Bank (Visit a bank) Sweden,Fair Finance Guide Sverige,,,
2015-12-17,,Sweden,Skandinaviska Enskilda Banken AB (SEB),-2,Sweden,,,,,,Besok en Bank (Visit a bank) Sweden,Fair Finance Guide Sverige,,,
2015-12-17,Old Mutual  ,UK,Old Mutual,-2,Sweden,,,,,,Besok en Bank (Visit a bank) Sweden,Fair Finance Guide Sverige,,,
2015-12-17,,Sweden,Nordea,-2,Sweden,,,,,,Besok en Bank (Visit a bank) Sweden,Fair Finance Guide Sverige,,,
2015-12-17,Svenska Handelsbanken ,Sweden,Handelsbanken,-2,Sweden,,,,,,Besok en Bank (Visit a bank) Sweden,Fair Finance Guide Sverige,,,
2015-12-17,,Sweden,Skandinaviska Enskilda Banken AB (SEB),-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,ATP,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,PensionDanmark,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,PFA Pension,-2,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,Unipension,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,Industriens Pension,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,Paedagogernes Pensionskasse (PBU),-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,Danica Pension,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,Sampension,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,PKA,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,Nordea Liv & Pension,-2,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,AP Pension,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,Topdanmark ,Denmark,Topdanmark,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,Juristernes og Okonomernes Pensionskasse / JOP,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-17,,Denmark,Laerernes Pension,-1,Denmark,,,,,,WWF Denmark,,,,
2015-12-16,,US,Citigroup,-1,US,,,,,,Consumers Union USA,Public Citizen ,National Consumer Law Center NCLC,National Association of Consumer Advocates NACA,
2015-12-16,JPMorgan Chase ,US,JP Morgan Chase,-1,US,,,,,,Consumers Union USA,Public Citizen ,National Consumer Law Center NCLC,National Association of Consumer Advocates NACA,
2015-12-16,American Express ,US,American Express Company,-1,US,,,,,,Consumers Union USA,Public Citizen ,National Consumer Law Center NCLC,National Association of Consumer Advocates NACA,
2015-12-16,Discover Financial Services ,US,Discover Financial Services,-1,US,,,,,,Consumers Union USA,Public Citizen ,National Consumer Law Center NCLC,National Association of Consumer Advocates NACA,
2015-12-14,,US,World Bank,-2,EU-Brussels,,,,,,EuroNatur ,CEE Bankwatch Network,,,
2015-12-14,,Luxembourg,European Investment Bank EIB,-2,EU-Brussels,,,,,,EuroNatur ,CEE Bankwatch Network,,,
2015-12-14,,UK,EBRD,-2,EU-Brussels,,,,,,EuroNatur ,CEE Bankwatch Network,,,
2015-12-14,,Germany,KfW Bankengruppe,-2,EU-Brussels,,,,,,EuroNatur ,CEE Bankwatch Network,,,
2015-12-14,,Germany,KfW Bankengruppe,-2,EU-Brussels,,,,,,EuroNatur ,CEE Bankwatch Network,,,
2015-12-11,,Italy,Banca della Marche,-1,Italy,,,,,,Altroconsumo,,,,
2015-12-11,Banca Popolare dell'Etruria e del Lazio ,Italy,Banca Popolare dell'Etruria e del Lazio,-1,Italy,,,,,,Altroconsumo,,,,
2015-12-11,,Italy,Cassa di Risparmio di Ferrara,-1,Italy,,,,,,Altroconsumo,,,,
2015-12-11,,Italy,Cassa di Risparmio di Chieti,-1,Italy,,,,,,Altroconsumo,,,,
2015-12-08,,US,World Bank,-2,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-08,,Luxembourg,European Investment Bank EIB,-2,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-08,,France,Credit Agricole,-2,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-08,HSBC   ,UK,HSBC,-2,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2015-12-08,Barclays  ,UK,Barclays Bank,-2,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2015-12-08,JPMorgan Chase ,US,JP Morgan Chase,-2,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2015-12-08,Morgan Stanley ,US,Morgan Stanley,-2,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2015-12-08,,US,"Carlyle Group, L.P. ",-2,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2015-12-08,BlackRock ,US,BlackRock,-2,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2015-12-07,BNP Paribas ,France,BNP Paribas,-2,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2015-12-04,,US,World Bank,0,Thailand,US,EU-Brussels,,,,Amazon Watch,Asia Indigenous Peoples Pact (AIPP),,,
2015-12-03,BNP Paribas ,France,BNP Paribas,-2,Cayman Islands,France,,,,,Action Non-violente COP21 (ANV COP21),,,,
2015-12-03,Bank of America ,US,Bank of America,1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,,UK,RBS Group,-1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,BNP Paribas ,France,BNP Paribas,1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,Deutsche Bank ,Germany,Deutsche Bank,-2,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,HSBC   ,UK,HSBC,-1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,Barclays  ,UK,Barclays Bank,-1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,,US,Citigroup,1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,JPMorgan Chase ,US,JP Morgan Chase,-1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,Morgan Stanley ,US,Morgan Stanley,1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,Wells Fargo ,US,Wells Fargo & Wachovia,1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,Societe Generale ,France,Societe Generale,1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,,France,Credit Agricole,1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-03,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-1,US,EU-Brussels,,,,,Rainforest Action Network RAN,,,,
2015-12-02,BNP Paribas ,France,BNP Paribas,-1,France,,,,,,Observatoire des Multinationales,BASIC (Bureau d’analyse societale pour une information citoyenne),,,
2015-12-02,Bank of America ,US,Bank of America,1,France,US,,,,,Rainforest Action Network RAN,,,,
2015-12-02,BNP Paribas ,France,BNP Paribas,1,France,US,,,,,Rainforest Action Network RAN,,,,
2015-12-02,,US,Citigroup,1,France,US,,,,,Rainforest Action Network RAN,,,,
2015-12-02,Morgan Stanley ,US,Morgan Stanley,2,France,US,,,,,Rainforest Action Network RAN,,,,
2015-12-02,Wells Fargo ,US,Wells Fargo & Wachovia,1,France,US,,,,,Rainforest Action Network RAN,,,,
2015-12-02,ING Groep ,Netherlands,ING,1,France,US,,,,,Rainforest Action Network RAN,,,,
2015-12-02,Societe Generale ,France,Societe Generale,1,France,US,,,,,Rainforest Action Network RAN,,,,
2015-12-02,,France,Credit Agricole,1,France,US,,,,,Rainforest Action Network RAN,,,,
2015-12-02,,France,Groupe BPCE,1,France,US,,,,,Rainforest Action Network RAN,,,,
2015-11-26,AXA ,France,AXA,-2,EU-Brussels,,,,,,Corporate Accountability International CAI,Corporate Europe Observatory / CEO,,,
2015-11-26,BNP Paribas ,France,BNP Paribas,-2,EU-Brussels,,,,,,Corporate Accountability International CAI,Corporate Europe Observatory / CEO,,,
2015-11-26,,France,Caisse des Depots et Consignations CDC,-2,EU-Brussels,,,,,,Corporate Accountability International CAI,Corporate Europe Observatory / CEO,,,
2015-11-26,Assicurazioni Generali ,Italy,Gruppo Assicurazioni Generali,-2,EU-Brussels,,,,,,Corporate Accountability International CAI,Corporate Europe Observatory / CEO,,,
2015-11-27,Deutsche Bank ,Germany,Deutsche Bank,-2,Germany,,,,,,Urgewald,,,,
2015-11-27,Allianz ,Germany,Allianz SE,2,Germany,,,,,,Urgewald,,,,
2015-11-24,BNP Paribas ,France,BNP Paribas,-2,US,,,,,,Corporate Accountability International CAI,,,,
2015-11-24,,Spain,Bankia,-2,Spain,,,,,,ADICAE,,,,
2015-11-23,,US,World Bank,-1,Uzbekistan,EU-Brussels,,,,,Anti-Slavery International,,,,
2015-11-23,BNP Paribas ,France,BNP Paribas,0,France,,,,,,Amis de la Terre France / FoE France,,,,
2015-11-23,Societe Generale ,France,Societe Generale,0,France,,,,,,Amis de la Terre France / FoE France,,,,
2015-11-23,,France,Groupe BPCE,1,France,,,,,,Amis de la Terre France / FoE France,,,,
2015-11-23,HSBC   ,UK,HSBC,1,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,Barclays  ,UK,Barclays Bank,2,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,Lloyds Banking  ,UK,Lloyds Banking Group plc,2,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,,Spain,Grupo Santander,1,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,,UK,RBS Group,1,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,Admiral  ,UK,Admiral Group,-2,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,Allianz ,Germany,Allianz SE,-1,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,,UK,AA Insurance,0,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,,US,Nationwide Insurance,1,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,,UK,Co-operative Group (UK),-1,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,HSBC   ,UK,HSBC,1,UK,,,,,,Which? (UK Consumers Association),,,,
2015-11-23,Bank of America ,US,Bank of America,2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-23,,UK,RBS Group,2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-23,BNP Paribas ,France,BNP Paribas,2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-23,Barclays  ,UK,Barclays Bank,2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-23,JPMorgan Chase ,US,JP Morgan Chase,2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-23,Morgan Stanley ,US,Morgan Stanley,-2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-23,Wells Fargo ,US,Wells Fargo & Wachovia,2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-23,ING Groep ,Netherlands,ING,2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-23,,US,PNC Bank,2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-23,Societe Generale ,France,Societe Generale,2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-23,,France,Credit Agricole,2,US,,,,,,Rainforest Action Network RAN,,,,
2015-11-19,,Spain,Afinsa,-2,Spain,,,,,,Consumidores en Accion / FACUA,ADICAE,,,
2015-11-18,,US,TIAA-CREF Global Agriculture / TCGA,-2,Brazil,US,,,,,Rede Social de Justica e Direitos Humanos,Inter Pares,,,
2015-11-18,,US,World Bank,-2,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2015-11-18,BNP Paribas ,France,BNP Paribas,-2,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2015-11-16,Barclays  ,UK,Barclays Bank,-2,Italy,,,,,,Altroconsumo,,,,
2015-11-13,,UK,RBS Group,-2,Netherlands,,,,,,Pax (formerly IKV Pax Christi),,,,
2015-11-13,BNP Paribas ,France,BNP Paribas,-2,Netherlands,,,,,,Pax (formerly IKV Pax Christi),,,,
2015-11-13,,France,Credit Agricole,-2,Netherlands,,,,,,Pax (formerly IKV Pax Christi),,,,
2015-11-13,BlackRock ,US,BlackRock,-2,Netherlands,,,,,,Pax (formerly IKV Pax Christi),,,,
2015-11-13,State Street ,US,State Street,-2,Netherlands,,,,,,Pax (formerly IKV Pax Christi),,,,
2015-11-13,,US,Capital Group,-2,Netherlands,,,,,,Pax (formerly IKV Pax Christi),,,,
2015-11-13,Aetna ,US,Aetna,-1,US,,,,,,Consumer Action ,,,,
2015-11-13,Cigna ,US,Cigna,-1,US,,,,,,Consumer Action ,,,,
2015-11-12,BNP Paribas ,France,BNP Paribas,-2,France,,,,,,Oxfam France,,,,
2015-11-13,BNP Paribas ,France,BNP Paribas,-2,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,Deutsche Bank ,Germany,Deutsche Bank,-2,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,ING Groep ,Netherlands,ING,-2,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,,Netherlands,ABN AMRO Bank N.V.,-2,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,,Netherlands,SRH (formerly SNS Reaal),2,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,,Netherlands,Triodos Bank,2,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,Aegon ,Netherlands,Aegon Bank,-2,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,,Netherlands,Rabobank,-1,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,,Netherlands,SRH (formerly SNS Reaal),-1,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,KBC Groep ,Belgium,KBC Bank,1,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,,Netherlands,Van Lanschot ,-1,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,,Netherlands,NIBC,2,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,Delta Lloyd ,Netherlands,Delta Lloyd Group,1,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,,Belgium,VDK Spaarbank,1,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,,Belgium,Argenta,1,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-13,,Belgium,Belfius,-1,Belgium,Netherlands,,,,,FairFin (previously Netwerk Vlaanderen),Eerlijke Bankwijzer / Fair Bank Guide,,,
2015-11-06,Bank of America ,US,Bank of America,2,UK,,,,,,Carbon Disclosure Project CDP,,,,
2015-11-06,ING Groep ,Netherlands,ING,2,UK,,,,,,Carbon Disclosure Project CDP,,,,
2015-11-06,Standard Chartered  ,UK,Standard Chartered Bank,2,UK,,,,,,Carbon Disclosure Project CDP,,,,
2015-11-06,HSBC   ,UK,HSBC,-2,France,,,,,,Bizi,Action Non-violente COP21 (ANV COP21),,,
2015-11-04,,UK,RBS Group,0,UK,,,,,,New Economics Foundation / NEF,,,,
2015-11-04,BNP Paribas ,France,BNP Paribas,-2,France,,,,,,Amis de la Terre France / FoE France,Peuples Solidaires,CRID ,,
2015-11-03,AXA ,France,AXA,1,Australia,,,,,,WWF Australia,,,,
2015-11-03,Prudential  ,UK,Prudential,1,Australia,,,,,,WWF Australia,,,,
2015-11-03,Allianz ,Germany,Allianz SE,1,Australia,,,,,,WWF Australia,,,,
2015-10-29,,Spain,Bankia,-2,Spain,,,,,,ADICAE,,,,
2015-10-29,,Spain,La Caixa,-2,Spain,,,,,,ADICAE,,,,
2015-10-29,Deutsche Bank ,Germany,Deutsche Bank,-1,EU-Brussels,,,,,,National Environmental Centre of Ukraine (NECU),,,,
2015-10-29,UniCredit ,Italy,UniCredit,-1,EU-Brussels,,,,,,National Environmental Centre of Ukraine (NECU),,,,
2015-10-29,,Austria,Raiffeisen Zentralbank Osterreich,-1,EU-Brussels,,,,,,National Environmental Centre of Ukraine (NECU),,,,
2015-10-29,,Austria,Erste Group,-1,EU-Brussels,,,,,,National Environmental Centre of Ukraine (NECU),,,,
2015-10-29,Prudential Financial ,US,Prudential Financial,-1,US,,,,,,Center for Effective Government / OMB Watch,Institute for Policy Studies U.S.,,,
2015-10-28,Danske Bank ,Denmark,Danske Bank,-1,Sweden,,,,,,Sveriges Konsumenter,,,,
2015-10-28,Swedbank ,Sweden,Swedbank AB,0,Sweden,,,,,,Sveriges Konsumenter,,,,
2015-10-28,,Sweden,Skandinaviska Enskilda Banken AB (SEB),2,Sweden,,,,,,Sveriges Konsumenter,,,,
2015-10-28,,Sweden,Nordea,1,Sweden,,,,,,Sveriges Konsumenter,,,,
2015-10-28,Svenska Handelsbanken ,Sweden,Handelsbanken,0,Sweden,,,,,,Sveriges Konsumenter,,,,
2015-10-28,,Sweden,Lansforsakringar,1,Sweden,,,,,,Sveriges Konsumenter,,,,
2015-10-27,,Sweden,Skandinaviska Enskilda Banken AB (SEB),1,Norway,,,,,,Forbrukerradet / Consumer Council of Norway,Framtiden i vare hender / FiVH ,,,
2015-10-27,,Sweden,Ekobanken,2,Norway,,,,,,Forbrukerradet / Consumer Council of Norway,Framtiden i vare hender / FiVH ,,,
2015-10-28,,Portugal,Caixa Geral de Depositos (CGD),-2,Portugal,,,,,,DECO Proteste ,,,,
2015-10-28,Banco Espirito Santo ,Portugal,Novo Banco (formerly BES),-2,Portugal,,,,,,DECO Proteste ,,,,
2015-10-28,,Portugal,Millenium BCP,-2,Portugal,,,,,,DECO Proteste ,,,,
2015-10-28,,Portugal,Banco Portugues de Investimento / BPI,-1,Portugal,,,,,,DECO Proteste ,,,,
2015-10-28,,Spain,Grupo Santander,-2,Portugal,,,,,,DECO Proteste ,,,,
2015-10-26,,US,Citigroup,-1,US,,,,,,Corporate Accountability International CAI,,,,
2015-10-23,AXA ,France,AXA,2,EU-Brussels,,,,,,WWF Europe ,,,,
2015-10-23,Aviva  ,UK,Aviva,2,EU-Brussels,,,,,,WWF Europe ,,,,
2015-10-23,Bank of America ,US,Bank of America,1,EU-Brussels,,,,,,WWF Europe ,,,,
2015-10-23,,France,Credit Agricole,1,EU-Brussels,,,,,,WWF Europe ,,,,
2015-10-23,AXA ,France,AXA,1,Germany,,,,,,Urgewald,,,,
2015-10-23,Deutsche Bank ,Germany,Deutsche Bank,-2,Germany,,,,,,Urgewald,,,,
2015-10-23,,Netherlands,SRH (formerly SNS Reaal),1,Germany,,,,,,Urgewald,,,,
2015-10-23,Allianz ,Germany,Allianz SE,-2,Germany,,,,,,Urgewald,,,,
2015-10-23,,Germany,Umweltbank,1,Germany,,,,,,Urgewald,,,,
2015-10-23,,Germany,Ethikbank,1,Germany,,,,,,Urgewald,,,,
2015-10-23,,Sweden,Ekobanken,1,Germany,,,,,,Urgewald,,,,
2015-10-23,,Germany,GLS Bank,1,Germany,,,,,,Urgewald,,,,
2015-10-21,Bank of America ,US,Bank of America,1,France,,,,,,Amis de la Terre France / FoE France,Attac France,Oxfam France,,
2015-10-21,BNP Paribas ,France,BNP Paribas,-2,France,,,,,,Amis de la Terre France / FoE France,Attac France,Oxfam France,,
2015-10-21,,US,Citigroup,1,France,,,,,,Amis de la Terre France / FoE France,Attac France,Oxfam France,,
2015-10-21,,France,Credit Agricole,1,France,,,,,,Amis de la Terre France / FoE France,Attac France,Oxfam France,,
2015-10-21,,France,Groupe BPCE,1,France,,,,,,Amis de la Terre France / FoE France,Attac France,Oxfam France,,
2015-10-15,,US,World Bank,-2,Peru,,,,,,Plataforma Alternativa frente al Banco Mundial y el FMI,,,,
2015-10-15,,US,International Monetary Fund / IMF,0,Peru,,,,,,Plataforma Alternativa frente al Banco Mundial y el FMI,,,,
2015-10-16,,US,Inter-American Development Bank,0,Peru,,,,,,AIDESEP,,,,
2015-10-14,AXA ,France,AXA,2,US,EU-Brussels,,,,,ShareAction (formerly Fair Pensions),,,,
